Student_ID,Study_Hours_Per_Week,Attendance_Percent,Quiz_Avg_Score,Sleep_Hours_Per_Night,Social_Media_Hours_Per_Day,Previous_GPA,Extracurricular_Activities,Parent_Education_Level,Current_GPA,Final_Score,Pass_Fail,Grade,Risk_Level,Parent_Education_Level_Encoded,Pass_Fail_Encoded,Grade_Encoded,Risk_Level_Encoded,Study_Efficiency,Sleep_Study_Ratio,Social_Media_Risk,Attendance_Study_Product,Study_Hours_Per_Week_scaled,Attendance_Percent_scaled,Quiz_Avg_Score_scaled,Sleep_Hours_Per_Night_scaled,Social_Media_Hours_Per_Day_scaled,Previous_GPA_scaled,Extracurricular_Activities_scaled,Parent_Education_Level_Encoded_scaled,Study_Efficiency_scaled,Sleep_Study_Ratio_scaled,Social_Media_Risk_scaled,Attendance_Study_Product_scaled,Current_GPA_scaled,Final_Score_scaled,Feature_Set,Cluster,PCA1,PCA2
S1211,25.7,83.2,40.1,8.7,3.7,2.29,1,High School,2.02,53.2,Pass,D,Medium Risk,0,1,2,2,1.5,2.31,0.62,21.38,0.5871674114571866,0.254420329702762,-1.3814253554165292,1.1351975679553352,0.3195796011099924,-0.6765335008648865,0.8509629433967631,-1.1837123327881494,-0.3803778692820205,-0.2295567599946938,0.0626908955308838,0.6755150198471145,-0.4203168848141156,0.4792909236250959,"[np.float64(0.5871674114571866), np.float64(0.254420329702762), np.float64(-1.3814253554165292), np.float64(1.1351975679553352), np.float64(0.3195796011099924), np.float64(-0.6765335008648865), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.38037786928202055), np.float64(-0.22955675999469385), np.float64(0.06269089553088388), np.float64(0.6755150198471145), np.float64(-0.4203168848141156), np.float64(0.4792909236250959)]",0,0.921277575967479,0.6123023727498365
S1212,31.4,78.5,51.1,6.8,0.2,1.85,0,High School,2.53,41.5,Fail,F,Medium Risk,0,0,3,2,1.58,1.48,0.04,24.65,1.182846767395278,-0.097025113904927,-0.8115175826050413,-0.1719996315083841,-1.0319532697031704,-1.2771200967420349,-1.1751393027860062,-1.1837123327881494,-0.3726900510742914,-0.3303034344847508,-0.7239971055057369,1.0813065141192149,0.8428629104433929,-0.5419255329624668,"[np.float64(1.182846767395278), np.float64(-0.09702511390492703), np.float64(-0.8115175826050413), np.float64(-0.17199963150838418), np.float64(-1.0319532697031704), np.float64(-1.2771200967420349), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.37269005107429143), np.float64(-0.33030343448475086), np.float64(-0.7239971055057369), np.float64(1.0813065141192149), np.float64(0.8428629104433929), np.float64(-0.5419255329624668)]",0,1.54554581587251,-0.05397681100040713
S1213,29.5,71.8,50.6,3.7,0.5,2.3,0,High School,2.48,39.8,Fail,F,High Risk,0,0,3,0,1.66,0.86,0.14,21.18,0.984286982082581,-0.5980218101116326,-0.8374224813691998,-2.304795062212348,-0.9161075950620422,-0.6628838055040425,-1.1751393027860062,-1.1837123327881494,-0.3650022328665623,-0.4055599865134681,-0.5883612432580437,0.6506959682096772,0.7190217540455983,-0.6903074112700616,"[np.float64(0.984286982082581), np.float64(-0.5980218101116326), np.float64(-0.8374224813691998), np.float64(-2.3047950622123476), np.float64(-0.9161075950620422), np.float64(-0.6628838055040425), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.3650022328665623), np.float64(-0.40555998651346814), np.float64(-0.5883612432580437), np.float64(0.6506959682096772), np.float64(0.7190217540455983), np.float64(-0.6903074112700616)]",0,0.9146555788478358,0.45571425190758114
S1214,26.5,86.0,82.9,8.3,0.0,2.65,0,Bachelor,2.81,52.6,Pass,D,Medium Risk,1,1,2,2,3.01,2.14,0.0,22.79,0.6707715315888486,0.4637920833413849,0.8360339787954423,0.8599981575419215,-1.1091837194639227,-0.1851444678744924,-1.1751393027860062,-0.0774391245749257,-0.2352703006111337,-0.250191621034826,-0.7782514504048142,0.8504893338910477,1.5363733862710456,0.4269208489282977,"[np.float64(0.6707715315888486), np.float64(0.46379208334138494), np.float64(0.8360339787954423), np.float64(0.8599981575419215), np.float64(-1.1091837194639227), np.float64(-0.18514446787449243), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.23527030061113374), np.float64(-0.250191621034826), np.float64(-0.7782514504048142), np.float64(0.8504893338910477), np.float64(1.5363733862710456), np.float64(0.4269208489282977)]",0,1.9086554717634279,-1.4023488985689685
S1215,16.8,79.4,59.1,6.2,3.0,2.32,0,High School,2.13,52.3,Pass,D,Medium Risk,0,1,2,2,3.32,2.48,0.62,13.34,-0.3429284250075526,-0.0297270502353691,-0.3970392023785046,-0.584798747128506,0.0492730269473597,-0.6355844147823538,-1.1751393027860062,-1.1837123327881494,-0.2054800050561834,-0.2089218989545617,0.0626908955308838,-0.3222108559778665,-0.1478663407389669,0.4007358115798983,"[np.float64(-0.34292842500755266), np.float64(-0.029727050235369167), np.float64(-0.3970392023785046), np.float64(-0.584798747128506), np.float64(0.049273026947359765), np.float64(-0.6355844147823538), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.20548000505618347), np.float64(-0.2089218989545617), np.float64(0.06269089553088388), np.float64(-0.3222108559778665), np.float64(-0.1478663407389669), np.float64(0.4007358115798983)]",0,-0.1293110932164571,0.19142533828562497
S1216,27.6,96.5,90.0,6.9,1.8,1.04,1,Bachelor,2.66,70.0,Pass,C,Low Risk,1,1,1,1,3.15,1.71,0.06,26.63,0.785727196769884,1.2489361594862218,1.2038835412464932,-0.1031997789050301,-0.4141096716171532,-2.382745420970422,0.8509629433967631,-0.0774391245749257,-0.2218166187476078,-0.3023856813128073,-0.6968699330561983,1.3270151253298446,1.1648499170776607,1.9456530151354416,"[np.float64(0.785727196769884), np.float64(1.2489361594862218), np.float64(1.2038835412464932), np.float64(-0.10319977890503014), np.float64(-0.4141096716171532), np.float64(-2.382745420970422), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.2218166187476078), np.float64(-0.30238568131280735), np.float64(-0.6968699330561983), np.float64(1.3270151253298446), np.float64(1.1648499170776607), np.float64(1.9456530151354416)]",0,2.6645843050333835,-1.9047637374749227
S1217,12.3,81.7,51.5,7.5,0.4,3.52,0,Bachelor,1.9,46.3,Fail,F,Medium Risk,1,0,3,2,3.87,4.04,0.07,10.05,-0.8132016007481513,0.1422568902534996,-0.7907936635937145,0.3095993367150916,-0.9547228199424184,1.0023790285189604,-1.1751393027860062,-0.0774391245749257,-0.1526262548780458,-0.0195667035274666,-0.6833063468314289,-0.7304842554137106,-0.7175356601688239,-0.1229649353880824,"[np.float64(-0.8132016007481513), np.float64(0.14225689025349963), np.float64(-0.7907936635937145), np.float64(0.30959933671509166), np.float64(-0.9547228199424184), np.float64(1.0023790285189604), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.15262625487804585), np.float64(-0.019566703527466603), np.float64(-0.6833063468314289), np.float64(-0.7304842554137106), np.float64(-0.7175356601688239), np.float64(-0.12296493538808244)]",0,-0.8368865876879253,-0.2662721310813706
S1218,17.6,82.3,70.6,7.3,9.15,3.82,1,Bachelor,2.2,52.7,Pass,D,Medium Risk,1,1,2,2,3.8,2.79,1.62,14.48,-0.2593243048758906,0.1871222660332041,0.1987734691971415,0.1719996315083841,2.424109357090489,1.4118698893442887,0.8509629433967631,-0.0774391245749257,-0.1593530958098088,-0.171293622940203,1.4190495180078166,-0.1807422616444735,0.0255112782179468,0.4356491947110975,"[np.float64(-0.25932430487589064), np.float64(0.18712226603320417), np.float64(0.19877346919714156), np.float64(0.17199963150838418), np.float64(2.424109357090489), np.float64(1.4118698893442887), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.15935309580980886), np.float64(-0.17129362294020306), np.float64(1.4190495180078166), np.float64(-0.18074226164447357), np.float64(0.02551127821794681), np.float64(0.43564919471109753)]",0,-0.22078389161964732,1.283011176650263
S1219,15.1,74.5,48.3,8.1,2.3,3.32,0,Bachelor,2.51,34.0,Fail,F,High Risk,1,0,3,0,3.0,3.59,0.59,11.25,-0.5205871802873345,-0.39612761910296,-0.9565850156843292,0.7223984523352134,-0.2210335472152728,0.7293851213020744,-1.1751393027860062,-0.0774391245749257,-0.2362312778870998,-0.0741883945160517,0.0220001368565758,-0.5815699455890867,0.7933264478842749,-1.1965514666724426,"[np.float64(-0.5205871802873345), np.float64(-0.39612761910296007), np.float64(-0.9565850156843293), np.float64(0.7223984523352134), np.float64(-0.22103354721527285), np.float64(0.7293851213020744), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.23623127788709986), np.float64(-0.07418839451605175), np.float64(0.022000136856575862), np.float64(-0.5815699455890867), np.float64(0.7933264478842749), np.float64(-1.1965514666724426)]",0,-0.6324059484154555,0.5201423646061231
S1220,20.8,79.1,100.0,6.3,0.8,1.89,1,Master,2.11,60.5,Pass,D,Low Risk,2,1,2,1,4.59,2.05,0.17,16.45,0.0750921756507571,-0.0521597381252224,1.721981516529664,-0.5159988945251526,-0.8002619204209138,-1.222521315298658,0.8509629433967631,1.028834083638298,-0.0834358910084839,-0.261115959232543,-0.5476704845837357,0.063725396984284,-0.1974028032980849,1.1164601657694722,"[np.float64(0.07509217565075718), np.float64(-0.052159738125222496), np.float64(1.7219815165296641), np.float64(-0.5159988945251526), np.float64(-0.8002619204209138), np.float64(-1.222521315298658), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(-0.08343589100848396), np.float64(-0.26111595923254305), np.float64(-0.5476704845837357), np.float64(0.06372539698428409), np.float64(-0.19740280329808496), np.float64(1.1164601657694722)]",0,0.688695555845357,-1.1227082938150394
S1221,43.1,84.6,41.2,7.8,2.1,2.64,1,High School,3.02,56.5,Pass,D,Medium Risk,0,1,2,2,0.93,1.25,0.32,36.46,2.405557024320834,0.359106206522073,-1.3244345781353803,0.5159988945251526,-0.2982639969760249,-0.1987941632353364,0.8509629433967631,-1.1837123327881494,-0.4351535740120904,-0.3582211876566943,-0.3442166912121959,2.54687151330989,2.0565062431417847,0.7673263344574851,"[np.float64(2.4055570243208346), np.float64(0.359106206522073), np.float64(-1.3244345781353803), np.float64(0.5159988945251526), np.float64(-0.2982639969760249), np.float64(-0.19879416323533644), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.4351535740120904), np.float64(-0.35822118765669436), np.float64(-0.3442166912121959), np.float64(2.54687151330989), np.float64(2.0565062431417847), np.float64(0.7673263344574851)]",0,3.7474843731399647,-0.1040283018304582
S1222,1.3,54.3,71.2,6.6,3.4,2.79,0,Bachelor,1.5,39.4,Fail,F,High Risk,1,0,3,0,30.96,23.1,1.55,0.71,-1.9627582525585037,-1.9065952703530276,0.2298593477141322,-0.3095993367150916,0.203733926468864,0.0059512671773276,-1.1751393027860062,-0.0774391245749257,2.450661185714221,2.29396536367794,1.3241044144344312,-1.8895339668820343,-1.7082649113511836,-0.7252207944012602,"[np.float64(-1.9627582525585034), np.float64(-1.9065952703530273), np.float64(0.22985934771413224), np.float64(-0.30959933671509166), np.float64(0.20373392646886404), np.float64(0.005951267177327695), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(2.4506611857142215), np.float64(2.2939653636779394), np.float64(1.3241044144344312), np.float64(-1.8895339668820343), np.float64(-1.7082649113511836), np.float64(-0.7252207944012602)]",-1,-4.821461797716658,0.00438148217009714
S1223,26.9,59.8,77.7,8.1,0.2,3.28,1,High School,2.75,52.8,Pass,D,Medium Risk,0,1,2,2,2.78,2.05,0.08,16.09,0.7125735916546795,-1.4953293257057318,0.5666230316481933,0.7223984523352134,-1.0319532697031704,0.6747863398586973,0.8509629433967631,-1.1837123327881494,-0.2573727779583549,-0.261115959232543,-0.6697427606066597,0.0190511040368969,1.3877639985936914,0.4443775404938966,"[np.float64(0.7125735916546795), np.float64(-1.4953293257057318), np.float64(0.5666230316481933), np.float64(0.7223984523352134), np.float64(-1.0319532697031704), np.float64(0.6747863398586973), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.2573727779583549), np.float64(-0.26111595923254305), np.float64(-0.6697427606066597), np.float64(0.019051104036896943), np.float64(1.3877639985936914), np.float64(0.44437754049389666)]",0,1.2787965110516482,-0.4478196183049936
S1224,3.9,91.1,73.3,7.9,1.0,3.33,1,High School,1.74,41.7,Fail,F,Medium Risk,0,0,3,2,14.96,12.02,0.09,3.55,-1.6910448621306022,0.8451477774688767,0.3386599225235978,0.5847987471285065,-0.7230314706601618,0.743034816662919,0.8509629433967631,-1.1837123327881494,0.913097544168401,0.9490579500034428,-0.6561791743818904,-1.537103433630424,-1.1138273606417677,-0.5244688413968672,"[np.float64(-1.6910448621306022), np.float64(0.8451477774688767), np.float64(0.33865992252359783), np.float64(0.5847987471285065), np.float64(-0.7230314706601618), np.float64(0.743034816662919), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(0.913097544168401), np.float64(0.9490579500034428), np.float64(-0.6561791743818904), np.float64(-1.5371034336304241), np.float64(-1.1138273606417677), np.float64(-0.5244688413968672)]",0,-2.399335325183251,-1.54646042044828
S1225,15.3,82.6,61.3,5.6,4.9,2.21,1,Bachelor,2.14,46.5,Fail,F,Medium Risk,1,0,3,2,3.76,2.45,0.85,12.64,-0.4996861502544188,0.2095549539230564,-0.2830576478162072,-0.9975978627486284,0.7829622996745054,-0.7857310637516408,0.8509629433967631,-0.0774391245749257,-0.1631970049136734,-0.2125633450204673,0.3746533787005783,-0.409077536708897,-0.1230981094594073,-0.1055082438224828,"[np.float64(-0.49968615025441887), np.float64(0.20955495392305643), np.float64(-0.2830576478162072), np.float64(-0.9975978627486284), np.float64(0.7829622996745054), np.float64(-0.7857310637516408), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.16319700491367342), np.float64(-0.21256334502046736), np.float64(0.37465337870057835), np.float64(-0.40907753670889707), np.float64(-0.12309810945940733), np.float64(-0.10550824382248283)]",0,-0.5204341555989187,0.5393729055792483
S1226,30.9,77.2,62.4,8.6,1.8,2.87,0,Bachelor,2.22,62.0,Pass,D,Low Risk,1,1,2,1,1.96,1.91,0.41,23.85,1.1305941923129894,-0.1942334280942875,-0.2260668705350583,1.0663977153519817,-0.4141096716171532,0.115148830064082,-1.1751393027860062,-0.0774391245749257,-0.3361729145875782,-0.2781093742067695,-0.2221444151892719,0.982030307569466,0.0750477407770648,1.247385352511467,"[np.float64(1.1305941923129894), np.float64(-0.19423342809428756), np.float64(-0.22606687053505833), np.float64(1.0663977153519817), np.float64(-0.4141096716171532), np.float64(0.11514883006408205), np.float64(-1.1751393027860062), np.float64(-0.07743912457492572), np.float64(-0.3361729145875782), np.float64(-0.2781093742067695), np.float64(-0.22214441518927197), np.float64(0.9820303075694659), np.float64(0.07504774077706486), np.float64(1.2473853525114673)]",0,1.7721107140676584,-0.06712402259814584
S1227,20.6,80.3,65.9,6.2,2.4,3.17,1,Master,1.81,42.8,Fail,F,Medium Risk,2,0,3,2,3.05,2.04,0.47,16.54,0.0541911456178417,0.0375710134341876,-0.0447325791859481,-0.584798747128506,-0.1824183223348967,0.5246396908894103,0.8509629433967631,1.028834083638298,-0.2314263915072691,-0.2623297745878449,-0.140762897840656,0.0748939702211308,-0.9404497416848544,-0.4284570377860712,"[np.float64(0.05419114561784177), np.float64(0.03757101343418763), np.float64(-0.04473257918594816), np.float64(-0.584798747128506), np.float64(-0.18241832233489674), np.float64(0.5246396908894103), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(-0.23142639150726918), np.float64(-0.26232977458784495), np.float64(-0.14076289784065604), np.float64(0.07489397022113087), np.float64(-0.9404497416848545), np.float64(-0.4284570377860712)]",0,-0.2756093800370596,0.48629057921580776
S1228,9.2,85.2,62.1,8.2,1.7,3.96,1,Bachelor,2.25,43.1,Fail,F,Medium Risk,1,0,3,2,6.09,5.8,0.25,7.84,-1.1371675662583416,0.4039715823017785,-0.2416098097935533,0.7911983049385668,-0.4527248964975293,1.6029656243961088,0.8509629433967631,-0.0774391245749257,0.0607107003864367,0.1940647990056663,-0.4391617947855811,-1.0047347760073932,0.1493524346157413,-0.4022720004376718,"[np.float64(-1.1371675662583416), np.float64(0.40397158230177854), np.float64(-0.24160980979355332), np.float64(0.7911983049385668), np.float64(-0.4527248964975293), np.float64(1.6029656243961088), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(0.06071070038643671), np.float64(0.1940647990056663), np.float64(-0.43916179478558115), np.float64(-1.0047347760073932), np.float64(0.14935243461574138), np.float64(-0.4022720004376718)]",0,-1.0054962700812644,-0.648925951038663
S1229,12.8,71.9,84.3,7.6,0.1,3.36,1,PhD,2.54,40.7,Fail,F,Medium Risk,3,0,3,2,6.11,3.94,0.03,9.2,-0.7609490256658625,-0.5905442474816811,0.9085676953350856,0.3783991893184451,-1.0705684945835463,0.7839839027454516,0.8509629433967631,2.1351072918515213,0.062632654938369,-0.0317048570804855,-0.7375606917305063,-0.8359652248728194,0.8676311417229525,-0.611752299224864,"[np.float64(-0.7609490256658625), np.float64(-0.5905442474816811), np.float64(0.9085676953350857), np.float64(0.3783991893184451), np.float64(-1.0705684945835465), np.float64(0.7839839027454516), np.float64(0.8509629433967631), np.float64(2.1351072918515213), np.float64(0.06263265493836903), np.float64(-0.03170485708048553), np.float64(-0.7375606917305063), np.float64(-0.8359652248728194), np.float64(0.8676311417229525), np.float64(-0.611752299224864)]",0,-0.5858828862636782,-0.8850676422333583
S1230,26.8,68.3,100.0,9.8,0.5,3.43,1,High School,2.43,42.1,Fail,F,Medium Risk,0,0,3,2,3.6,2.49,0.16,18.3,0.7021230766382219,-0.8597365021599116,1.721981516529664,1.8919959465922265,-0.9161075950620422,0.879531770271362,0.8509629433967631,-1.1837123327881494,-0.1785726413291316,-0.2077080835992598,-0.5612340708085051,0.2933016246305796,0.5951805976478038,-0.4895554582656686,"[np.float64(0.7021230766382219), np.float64(-0.8597365021599116), np.float64(1.7219815165296641), np.float64(1.8919959465922265), np.float64(-0.9161075950620422), np.float64(0.879531770271362), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.1785726413291316), np.float64(-0.2077080835992598), np.float64(-0.5612340708085051), np.float64(0.2933016246305796), np.float64(0.5951805976478038), np.float64(-0.4895554582656686)]",0,0.9725981666210423,-0.5968395684744894
S1231,12.7,82.9,53.9,6.7,1.8,2.87,1,High School,1.55,43.5,Fail,F,Medium Risk,0,0,3,2,3.93,3.5,0.31,10.53,-0.7713995406823204,0.2319876418129097,-0.6664501495257535,-0.2407994841117376,-0.4141096716171532,0.115148830064082,0.8509629433967631,-1.1837123327881494,-0.146860391222249,-0.0851127327137687,-0.3577802774369652,-0.6709185314838612,-1.5844237549533886,-0.3673586173064732,"[np.float64(-0.7713995406823204), np.float64(0.23198764181290976), np.float64(-0.6664501495257535), np.float64(-0.2407994841117376), np.float64(-0.4141096716171532), np.float64(0.11514883006408205), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.14686039122224903), np.float64(-0.08511273271376875), np.float64(-0.3577802774369652), np.float64(-0.6709185314838612), np.float64(-1.5844237549533886), np.float64(-0.3673586173064732)]",0,-1.1621041176638136,0.24631214711298088
S1232,22.2,65.3,37.6,6.5,0.7,3.93,1,High School,1.97,45.2,Fail,F,Medium Risk,0,0,3,2,1.62,1.99,0.24,14.5,0.2213993858811654,-1.0840633810584364,-1.510949849237322,-0.3783991893184451,-0.8388771453012902,1.5620165383135762,0.8509629433967631,-1.1837123327881494,-0.3688461419704268,-0.2683988513643544,-0.4527253810103505,-0.1782603564807298,-0.5441580412119107,-0.2189767389988784,"[np.float64(0.22139938588116548), np.float64(-1.0840633810584364), np.float64(-1.510949849237322), np.float64(-0.3783991893184451), np.float64(-0.8388771453012902), np.float64(1.5620165383135762), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.36884614197042687), np.float64(-0.2683988513643544), np.float64(-0.4527253810103505), np.float64(-0.17826035648072988), np.float64(-0.5441580412119107), np.float64(-0.21897673899887843)]",0,-0.10426706730225782,0.9105333516850335
S1233,20.5,86.1,63.2,7.0,0.2,3.13,1,High School,2.29,52.8,Pass,D,Medium Risk,0,1,2,2,2.94,2.31,0.03,17.65,0.0437406306013838,0.4712696459713353,-0.1846190325124044,-0.0343999263016767,-1.0319532697031704,0.4700409094460331,0.8509629433967631,-1.1837123327881494,-0.2419971415428967,-0.2295567599946938,-0.7375606917305063,0.212639706808908,0.2484253597339774,0.4443775404938966,"[np.float64(0.043740630601383876), np.float64(0.47126964597133536), np.float64(-0.18461903251240444), np.float64(-0.034399926301676716), np.float64(-1.0319532697031704), np.float64(0.47004090944603316), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.2419971415428967), np.float64(-0.22955675999469385), np.float64(-0.7375606917305063), np.float64(0.21263970680890804), np.float64(0.24842535973397747), np.float64(0.44437754049389666)]",0,0.8098186926396831,-0.8187207292458183
S1234,13.5,54.5,100.0,6.5,5.6,2.11,1,Bachelor,2.13,29.9,Fail,F,High Risk,1,0,3,0,6.9,3.2,2.55,7.36,-0.6877954205506583,-1.8916401450931253,1.721981516529664,-0.3783991893184451,1.0532688738371376,-0.9222280173600838,0.8509629433967631,-0.0774391245749257,0.1385498597396939,-0.1215271933728254,2.680463036911364,-1.064300499937243,-0.1478663407389669,-1.5544136437672296,"[np.float64(-0.6877954205506583), np.float64(-1.8916401450931255), np.float64(1.7219815165296641), np.float64(-0.3783991893184451), np.float64(1.0532688738371376), np.float64(-0.9222280173600838), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(0.13854985973969391), np.float64(-0.12152719337282548), np.float64(2.6804630369113633), np.float64(-1.064300499937243), np.float64(-0.1478663407389669), np.float64(-1.5544136437672296)]",0,-1.9997069921995447,2.148650934577272
S1235,41.4,95.4,48.9,8.2,9.15,3.92,1,Bachelor,2.96,51.5,Pass,D,Medium Risk,1,1,2,2,1.15,1.36,0.42,39.5,2.2278982690410527,1.1666829705567632,-0.925499137167339,0.7911983049385668,2.424109357090489,1.5483668429527315,0.8509629433967631,-0.0774391245749257,-0.4140120739408353,-0.3448692187483735,-0.2085808289645026,2.9241210981989374,1.9078968554644304,0.3309090453175011,"[np.float64(2.2278982690410527), np.float64(1.1666829705567632), np.float64(-0.925499137167339), np.float64(0.7911983049385668), np.float64(2.424109357090489), np.float64(1.5483668429527315), np.float64(0.8509629433967631), np.float64(-0.07743912457492572), np.float64(-0.41401207394083533), np.float64(-0.3448692187483735), np.float64(-0.20858082896450264), np.float64(2.9241210981989374), np.float64(1.9078968554644304), np.float64(0.3309090453175011)]",0,3.510457020923263,0.555308961006734
S1236,26.3,87.1,97.8,4.6,4.7,3.36,1,High School,2.59,40.2,Fail,F,Medium Risk,0,0,3,2,3.58,1.19,0.61,22.91,0.6498705015559333,0.5460452722708437,1.6079999619673664,-1.685596388782165,0.7057318499137532,0.7839839027454516,0.8509629433967631,-1.1837123327881494,-0.1804945958810638,-0.3655040797885057,0.0491273093061145,0.8653807648735102,0.9914722981207472,-0.6553940281388624,"[np.float64(0.6498705015559333), np.float64(0.5460452722708437), np.float64(1.6079999619673664), np.float64(-1.685596388782165), np.float64(0.7057318499137532), np.float64(0.7839839027454516), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.18049459588106387), np.float64(-0.36550407978850574), np.float64(0.04912730930611454), np.float64(0.8653807648735102), np.float64(0.9914722981207471), np.float64(-0.6553940281388624)]",0,1.0607492959432998,-0.1235825811389967
S1237,0.0,83.8,98.6,5.4,5.8,2.45,1,PhD,2.53,53.0,Pass,D,Medium Risk,3,1,2,2,98.6,54.0,0.94,0.0,-2.0986149477724543,0.2992857054824666,1.64944779999002,-1.1351975679553352,1.13049932359789,-0.4581383750913777,0.8509629433967631,2.1351072918515213,8.950711480349177,6.044654811560784,0.4967256547235022,-1.977641600194937,0.8428629104433929,0.4618342320594963,"[np.float64(-2.0986149477724543), np.float64(0.2992857054824666), np.float64(1.64944779999002), np.float64(-1.1351975679553352), np.float64(1.13049932359789), np.float64(-0.4581383750913777), np.float64(0.8509629433967631), np.float64(2.1351072918515213), np.float64(8.950711480349177), np.float64(6.044654811560784), np.float64(0.4967256547235022), np.float64(-1.977641600194937), np.float64(0.8428629104433929), np.float64(0.4618342320594963)]",1,-7.01015236742271,-6.072557409830713
S1238,21.9,94.7,53.9,5.4,0.8,2.42,1,Master,2.29,40.5,Fail,F,Medium Risk,2,0,3,2,2.35,1.67,0.04,20.74,0.1900478408317922,1.114340032147107,-0.6664501495257535,-1.1351975679553352,-0.8002619204209138,-0.4990874611739109,0.8509629433967631,1.028834083638298,-0.2986948008248988,-0.3072409427340149,-0.7239971055057369,0.5960940546073149,0.2484253597339774,-0.6292089907904636,"[np.float64(0.1900478408317922), np.float64(1.114340032147107), np.float64(-0.6664501495257535), np.float64(-1.1351975679553352), np.float64(-0.8002619204209138), np.float64(-0.49908746117391095), np.float64(0.8509629433967631), np.float64(1.0288340836382979), np.float64(-0.2986948008248988), np.float64(-0.3072409427340149), np.float64(-0.7239971055057369), np.float64(0.5960940546073149), np.float64(0.24842535973397747), np.float64(-0.6292089907904636)]",0,0.5953998058266928,-0.418585951268684
S1239,13.4,100.0,76.4,8.4,9.15,3.04,0,High School,2.23,57.5,Pass,D,Medium Risk,0,1,2,2,5.31,4.17,0.0,13.4,-0.6982459355671161,1.5106508515345007,0.4992702948613812,0.928798010145275,2.424109357090489,0.3471936511984347,-1.1751393027860062,-1.1837123327881494,-0.014245527138922,-0.003787103908542,-0.7782514504048142,-0.3147651404866352,0.0998159720566233,0.8546097922854818,"[np.float64(-0.6982459355671161), np.float64(1.5106508515345007), np.float64(0.49927029486138125), np.float64(0.928798010145275), np.float64(2.424109357090489), np.float64(0.34719365119843476), np.float64(-1.1751393027860062), np.float64(-1.1837123327881494), np.float64(-0.014245527138922062), np.float64(-0.0037871039085420237), np.float64(-0.7782514504048142), np.float64(-0.31476514048663523), np.float64(0.09981597205662333), np.float64(0.8546097922854818)]",0,0.11129686517280898,-0.8004123428543373
S1240,28.5,95.2,97.6,9.6,0.7,3.17,1,High School,2.45,75.2,Pass,B,Low Risk,0,1,0,1,3.31,2.3,0.03,27.13,0.8797818319180036,1.1517278452968611,1.597638002461703,1.7543962413855183,-0.8388771453012902,0.5246396908894103,0.8509629433967631,-1.1837123327881494,-0.2064409823321495,-0.2307705753499958,-0.7375606917305063,1.389062754423438,0.6447170602069219,2.399526995841025,"[np.float64(0.8797818319180036), np.float64(1.1517278452968611), np.float64(1.597638002461703), np.float64(1.7543962413855185), np.float64(-0.8388771453012902), np.float64(0.5246396908894103), np.float64(0.8509629433967631), np.float64(-1.1837123327881494), np.float64(-0.20644098233214958), np.float64(-0.2307705753499958), np.float64(-0.7375606917305063), np.float64(1.389062754423438), np.float64(0.6447170602069219), np.float64(2.3995269958410255)]",0,2.904782884098931,-2.1368017764517293
